"","first.start","first.end","second.X.start","second.X.end","first.names","second.ref_name","n_ref","gene_within_ref","query.width","ref.width","diff_starts","diff_ends","overlap","overlap_len","overlap_percent","n_gene","n_ref_corr","len_same","same_start","is_core","left_overlap","right_overlap","ref_gene_has_core","pseudo_status","seqid","source","type","start","end","score","strand","phase","attributes","Gene","Name"
"23",163556,164881,163556,164881,"group_1068","BQ2027_MB0141",1,1,1326,1326,0,1325,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",163556,164881,NA,"+",NA,"ID=gene-BQ2027_MB0141;Name=cyp138;gbkey=Gene;gene=cyp138;gene_biotype=protein_coding;locus_tag=BQ2027_MB0141","BQ2027_MB0141","cyp138"
"24",164902,165450,164902,165450,"msrA","BQ2027_MB0142C",1,1,549,549,0,548,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",164902,165450,NA,"-",NA,"ID=gene-BQ2027_MB0142C;Name=msrA;gbkey=Gene;gene=msrA;gene_biotype=protein_coding;locus_tag=BQ2027_MB0142C","BQ2027_MB0142C","msrA"
"25",165513,166016,165513,166016,"group_1330","BQ2027_MB0143",1,1,504,504,0,503,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",165513,166016,NA,"+",NA,"ID=gene-BQ2027_MB0143;Name=BQ2027_MB0143;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0143","BQ2027_MB0143","BQ2027_MB0143"
"26",166017,167039,166017,167039,"auaH","BQ2027_MB0144",1,1,1023,1023,0,1022,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",166017,167039,NA,"+",NA,"ID=gene-BQ2027_MB0144;Name=BQ2027_MB0144;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0144","BQ2027_MB0144","BQ2027_MB0144"
"27",167461,167871,167461,167871,"group_1945","BQ2027_MB0146C",2,1,411,411,0,410,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",167461,167871,NA,"-",NA,"ID=gene-BQ2027_MB0146C;Name=BQ2027_MB0146C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0146C","BQ2027_MB0146C","BQ2027_MB0146C"
"28",167901,168827,167901,168827,"group_1657","BQ2027_MB0147",1,1,927,927,0,926,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",167901,168827,NA,"+",NA,"ID=gene-BQ2027_MB0147;Name=BQ2027_MB0147;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0147","BQ2027_MB0147","BQ2027_MB0147"
"29",168894,170372,168894,170372,"clcB","BQ2027_MB0148C",1,1,1479,1479,0,1478,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",168894,170372,NA,"-",NA,"ID=gene-BQ2027_MB0148C;Name=BQ2027_MB0148C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0148C","BQ2027_MB0148C","BQ2027_MB0148C"
"30",170474,171316,170474,171316,"group_1888","BQ2027_MB0149",1,1,843,843,0,842,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",170474,171316,NA,"+",NA,"ID=gene-BQ2027_MB0149;Name=BQ2027_MB0149;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0149","BQ2027_MB0149","BQ2027_MB0149"
"31",171405,172358,171405,172358,"group_1607","BQ2027_MB0150",1,1,954,954,0,953,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",171405,172358,NA,"+",NA,"ID=gene-BQ2027_MB0150;Name=BQ2027_MB0150;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0150","BQ2027_MB0150","BQ2027_MB0150"
"32",172392,173333,172401,173333,"group_1634","BQ2027_MB0151",1,0,942,933,9,941,"left",932,0.989384288747346,1,1,0,0,0,-9,0,0,"gene spans ref","LT708304.1","EMBL","gene",172401,173333,NA,"+",NA,"ID=gene-BQ2027_MB0151;Name=BQ2027_MB0151;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0151","BQ2027_MB0151","BQ2027_MB0151"
"33",175023,175883,175023,175883,"group_1835","BQ2027_MB0153",1,1,861,861,0,860,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",175023,175883,NA,"+",NA,"ID=gene-BQ2027_MB0153;Name=BQ2027_MB0153;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0153","BQ2027_MB0153","BQ2027_MB0153"
"34",175890,176858,175890,176858,"group_1577","BQ2027_MB0154",2,1,969,969,0,968,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",175890,176858,NA,"+",NA,"ID=gene-BQ2027_MB0154;Name=BQ2027_MB0154;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0154","BQ2027_MB0154","BQ2027_MB0154"
"35",176855,177142,176855,177142,"group_1277","BQ2027_MB0155C",2,1,288,288,0,287,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",176855,177142,NA,"-",NA,"ID=gene-BQ2027_MB0155C;Name=BQ2027_MB0155C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0155C","BQ2027_MB0155C","BQ2027_MB0155C"
"36",182177,183388,182177,183388,"caiA_1","BQ2027_MB0159C",1,1,1212,1212,0,1211,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",182177,183388,NA,"-",NA,"ID=gene-BQ2027_MB0159C;Name=fadE2;gbkey=Gene;gene=fadE2;gene_biotype=protein_coding;locus_tag=BQ2027_MB0159C","BQ2027_MB0159C","fadE2"
"37",183812,184912,183812,184912,"pntAA","BQ2027_MB0160",1,1,1101,1101,0,1100,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",183812,184912,NA,"+",NA,"ID=gene-BQ2027_MB0160;Name=pntAa;gbkey=Gene;gene=pntAa;gene_biotype=protein_coding;locus_tag=BQ2027_MB0160","BQ2027_MB0160","pntAa"
"38",184913,185245,184913,185245,"group_426","BQ2027_MB0161",2,1,333,333,0,332,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",184913,185245,NA,"+",NA,"ID=gene-BQ2027_MB0161;Name=pntAb;gbkey=Gene;gene=pntAb;gene_biotype=protein_coding;locus_tag=BQ2027_MB0161","BQ2027_MB0161","pntAb"
"39",185242,186669,185242,186669,"pntB","BQ2027_MB0162",2,1,1428,1428,0,1427,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",185242,186669,NA,"+",NA,"ID=gene-BQ2027_MB0162;Name=pntB;gbkey=Gene;gene=pntB;gene_biotype=protein_coding;locus_tag=BQ2027_MB0162","BQ2027_MB0162","pntB"
"40",186685,186810,186685,186813,"group_1512","BQ2027_MB0162A",1,1,126,129,0,128,"within",NA,1,1,1,0,1,0,0,-3,0,"pseudogene","LT708304.1","EMBL","gene",186685,186813,NA,"-",NA,"ID=gene-BQ2027_MB0162A;Name=BQ2027_MB0162A;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0162A","BQ2027_MB0162A","BQ2027_MB0162A"
"41",186975,187619,186975,187619,"kstR2_1","BQ2027_MB0163",1,1,645,645,0,644,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",186975,187619,NA,"+",NA,"ID=gene-BQ2027_MB0163;Name=BQ2027_MB0163;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0163","BQ2027_MB0163","BQ2027_MB0163"
"42",187623,189029,187623,189029,"PE3_1","BQ2027_MB0164C",1,1,1407,1407,0,1406,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",187623,189029,NA,"-",NA,"ID=gene-BQ2027_MB0164C;Name=PE3;gbkey=Gene;gene=PE3;gene_biotype=protein_coding;locus_tag=BQ2027_MB0164C","BQ2027_MB0164C","PE3"
"43",189121,190629,189121,190629,"PE3_2","BQ2027_MB0165C",1,1,1509,1509,0,1508,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",189121,190629,NA,"-",NA,"ID=gene-BQ2027_MB0165C;Name=PE4;gbkey=Gene;gene=PE4;gene_biotype=protein_coding;locus_tag=BQ2027_MB0165C","BQ2027_MB0165C","PE4"
"44",193307,193762,193307,193762,"group_1612","BQ2027_MB0168",1,1,456,456,0,455,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",193307,193762,NA,"+",NA,"ID=gene-BQ2027_MB0168;Name=BQ2027_MB0168;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0168","BQ2027_MB0168","BQ2027_MB0168"
"45",193861,194301,193816,194301,"group_1712","BQ2027_MB0169",1,1,441,486,-45,440,"within",NA,1,1,1,0,0,0,45,0,0,"pseudogene","LT708304.1","EMBL","gene",193816,194301,NA,"+",NA,"ID=gene-BQ2027_MB0169;Name=TB18.5;gbkey=Gene;gene=TB18.5;gene_biotype=protein_coding;locus_tag=BQ2027_MB0169","BQ2027_MB0169","TB18.5"
"46",195185,196849,195185,196849,"group_590","BQ2027_MB0172",1,1,1665,1665,0,1664,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",195185,196849,NA,"+",NA,"ID=gene-BQ2027_MB0172;Name=fadD5;gbkey=Gene;gene=fadD5;gene_biotype=protein_coding;locus_tag=BQ2027_MB0172","BQ2027_MB0172","fadD5"
"47",197053,197850,197053,197850,"group_2000","BQ2027_MB0173",1,1,798,798,0,797,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",197053,197850,NA,"+",NA,"ID=gene-BQ2027_MB0173;Name=yrbE1A;gbkey=Gene;gene=yrbE1A;gene_biotype=protein_coding;locus_tag=BQ2027_MB0173","BQ2027_MB0173","yrbE1A"
"48",197852,198721,197852,198721,"group_1817","BQ2027_MB0174",1,1,870,870,0,869,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",197852,198721,NA,"+",NA,"ID=gene-BQ2027_MB0174;Name=yrbE1B;gbkey=Gene;gene=yrbE1B;gene_biotype=protein_coding;locus_tag=BQ2027_MB0174","BQ2027_MB0174","yrbE1B"
"49",198726,200090,198726,200090,"group_989","BQ2027_MB0175",2,1,1365,1365,0,1364,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",198726,200090,NA,"+",NA,"ID=gene-BQ2027_MB0175;Name=mce1A;gbkey=Gene;gene=mce1A;gene_biotype=protein_coding;locus_tag=BQ2027_MB0175","BQ2027_MB0175","mce1A"
"50",200087,201127,200087,201127,"group_1469","BQ2027_MB0176",3,1,1041,1041,0,1040,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",200087,201127,NA,"+",NA,"ID=gene-BQ2027_MB0176;Name=mce1B;gbkey=Gene;gene=mce1B;gene_biotype=protein_coding;locus_tag=BQ2027_MB0176","BQ2027_MB0176","mce1B"
"51",202668,204260,202668,204260,"group_679","BQ2027_MB0178",3,1,1593,1593,0,1592,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",202668,204260,NA,"+",NA,"ID=gene-BQ2027_MB0178;Name=mce1D;gbkey=Gene;gene=mce1D;gene_biotype=protein_coding;locus_tag=BQ2027_MB0178","BQ2027_MB0178","mce1D"
"52",204257,205429,204257,205429,"lprN_1","BQ2027_MB0179",3,1,1173,1173,0,1172,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",204257,205429,NA,"+",NA,"ID=gene-BQ2027_MB0179;Name=lprK;gbkey=Gene;gene=lprK;gene_biotype=protein_coding;locus_tag=BQ2027_MB0179","BQ2027_MB0179","lprK"
"53",205423,206970,205423,206970,"group_730","BQ2027_MB0180",3,1,1548,1548,0,1547,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",205423,206970,NA,"+",NA,"ID=gene-BQ2027_MB0180;Name=mce1F;gbkey=Gene;gene=mce1F;gene_biotype=protein_coding;locus_tag=BQ2027_MB0180","BQ2027_MB0180","mce1F"
"54",206940,207647,207006,207647,"group_2236","BQ2027_MB0181",2,0,708,642,66,707,"left",641,0.905367231638418,1,1,0,0,0,-66,0,0,"gene spans ref","LT708304.1","EMBL","gene",207006,207647,NA,"+",NA,"ID=gene-BQ2027_MB0181;Name=BQ2027_MB0181;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0181","BQ2027_MB0181","BQ2027_MB0181"
"55",207644,208612,207644,208612,"group_1579","BQ2027_MB0182",3,1,969,969,0,968,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",207644,208612,NA,"+",NA,"ID=gene-BQ2027_MB0182;Name=BQ2027_MB0182;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0182","BQ2027_MB0182","BQ2027_MB0182"
"56",208609,209163,208609,209163,"group_1031","BQ2027_MB0183",3,1,555,555,0,554,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",208609,209163,NA,"+",NA,"ID=gene-BQ2027_MB0183;Name=BQ2027_MB0183;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0183","BQ2027_MB0183","BQ2027_MB0183"
"57",209130,209864,209130,209864,"group_2169","BQ2027_MB0184",2,1,735,735,0,734,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",209130,209864,NA,"+",NA,"ID=gene-BQ2027_MB0184;Name=BQ2027_MB0184;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0184","BQ2027_MB0184","BQ2027_MB0184"
"58",209895,211004,209895,211004,"group_1366","BQ2027_MB0185C",1,1,1110,1110,0,1109,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",209895,211004,NA,"-",NA,"ID=gene-BQ2027_MB0185C;Name=lprO;gbkey=Gene;gene=lprO;gene_biotype=protein_coding;locus_tag=BQ2027_MB0185C","BQ2027_MB0185C","lprO"
"59",211084,212442,211084,212442,"group_1000","BQ2027_MB0186C",1,1,1359,1359,0,1358,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",211084,212442,NA,"-",NA,"ID=gene-BQ2027_MB0186C;Name=Mb0186c;gbkey=Gene;gene=Mb0186c;gene_biotype=protein_coding;locus_tag=BQ2027_MB0186C","BQ2027_MB0186C","Mb0186c"
"60",212469,213203,212469,213203,"group_2170","BQ2027_MB0187C",1,1,735,735,0,734,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",212469,213203,NA,"-",NA,"ID=gene-BQ2027_MB0187C;Name=BQ2027_MB0187C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0187C","BQ2027_MB0187C","BQ2027_MB0187C"
"61",215161,215910,215161,215910,"group_2144","BQ2027_MB0190",2,1,750,750,0,749,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",215161,215910,NA,"+",NA,"ID=gene-BQ2027_MB0190;Name=BQ2027_MB0190;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0190","BQ2027_MB0190","BQ2027_MB0190"
"62",215907,216416,215907,216416,"group_1289","BQ2027_MB0191",2,1,510,510,0,509,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",215907,216416,NA,"+",NA,"ID=gene-BQ2027_MB0191;Name=BQ2027_MB0191;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0191","BQ2027_MB0191","BQ2027_MB0191"
"63",218582,218728,218582,218743,"mymT","BQ2027_MB0192A",1,1,147,162,0,161,"within",NA,1,1,1,0,1,0,0,-15,0,"pseudogene","LT708304.1","EMBL","gene",218582,218743,NA,"-",NA,"ID=gene-BQ2027_MB0192A;Name=mymT;gbkey=Gene;gene=mymT;gene_biotype=protein_coding;locus_tag=BQ2027_MB0192A","BQ2027_MB0192A","mymT"
"64",218903,219559,218897,219559,"group_102","BQ2027_MB0193",1,1,657,663,-6,656,"within",NA,1,1,1,0,0,0,6,0,0,"pseudogene","LT708304.1","EMBL","gene",218897,219559,NA,"+",NA,"ID=gene-BQ2027_MB0193;Name=BQ2027_MB0193;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0193","BQ2027_MB0193","BQ2027_MB0193"
"65",219678,220109,219678,220109,"group_1785","BQ2027_MB0194",1,1,432,432,0,431,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",219678,220109,NA,"+",NA,"ID=gene-BQ2027_MB0194;Name=BQ2027_MB0194;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0194","BQ2027_MB0194","BQ2027_MB0194"
"66",220188,221915,220188,221915,"ilvD","BQ2027_MB0195C",1,1,1728,1728,0,1727,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",220188,221915,NA,"-",NA,"ID=gene-BQ2027_MB0195C;Name=ilvD;gbkey=Gene;gene=ilvD;gene_biotype=protein_coding;locus_tag=BQ2027_MB0195C","BQ2027_MB0195C","ilvD"
"67",222063,222353,222063,222353,"ricR","BQ2027_MB0196",1,1,291,291,0,290,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",222063,222353,NA,"+",NA,"ID=gene-BQ2027_MB0196;Name=ricR;gbkey=Gene;gene=ricR;gene_biotype=protein_coding;locus_tag=BQ2027_MB0196","BQ2027_MB0196","ricR"
"68",222481,223722,222481,223722,"group_1168","BQ2027_MB0197",1,1,1242,1242,0,1241,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",222481,223722,NA,"+",NA,"ID=gene-BQ2027_MB0197;Name=BQ2027_MB0197;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0197","BQ2027_MB0197","BQ2027_MB0197"
"69",223799,224857,223799,224857,"group_1435","BQ2027_MB0198",2,1,1059,1059,0,1058,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",223799,224857,NA,"+",NA,"ID=gene-BQ2027_MB0198;Name=BQ2027_MB0198;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0198","BQ2027_MB0198","BQ2027_MB0198"
