qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
group_2131,NC_002945.4,100,225,0,0,1,225,181219,180995,3.42E-117,416
caiA_1,NC_002945.4,100,1212,0,0,1,1212,183388,182177,0,2239
pntAA,NC_002945.4,100,1101,0,0,1,1101,183812,184912,0,2034
group_426,NC_002945.4,99.7,333,1,0,1,333,184913,185245,2.24E-175,610
pntB,NC_002945.4,99.93,1428,1,0,1,1428,185242,186669,0,2632
group_1512,NC_002945.4,100,126,0,0,1,126,186810,186685,1.92E-62,233
kstR2_1,NC_002945.4,100,645,0,0,1,645,186975,187619,0,1192
PE3_1,NC_002945.4,100,1407,0,0,1,1407,189029,187623,0,2599
PE3_2,NC_002945.4,100,1509,0,0,1,1509,190629,189121,0,2787
group_1612,NC_002945.4,100,456,0,0,1,456,193307,193762,0,843
group_1712,NC_002945.4,100,441,0,0,1,441,193861,194301,0,815
group_590,NC_002945.4,100,1665,0,0,1,1665,195185,196849,0,3075
group_2000,NC_002945.4,100,798,0,0,1,798,197053,197850,0,1474
group_2000,NC_002945.4,80.197,712,131,9,85,791,686456,687162,2.07E-149,525
group_1817,NC_002945.4,100,870,0,0,1,870,197852,198721,0,1607
group_1817,NC_002945.4,81.325,755,133,8,120,870,687308,688058,7.86E-174,606
group_989,NC_002945.4,100,1365,0,0,1,1365,198726,200090,0,2521
group_989,NC_002945.4,75.198,883,188,26,94,962,688154,689019,4.90E-108,388
group_989,NC_002945.4,82.573,241,34,7,1129,1365,689042,689278,5.30E-53,206
group_1469,NC_002945.4,100,1041,0,0,1,1041,200087,201127,0,1923
group_679,NC_002945.4,100,1593,0,0,1,1593,202668,204260,0,2942
lprN_1,NC_002945.4,100,1173,0,0,1,1173,204257,205429,0,2167
group_730,NC_002945.4,100,1548,0,0,1,1548,205423,206970,0,2859
group_2236,NC_002945.4,100,708,0,0,1,708,206940,207647,0,1308
group_2236,NC_002945.4,97.619,42,1,0,119,160,207001,207042,2.87E-13,73.1
group_2236,NC_002945.4,97.619,42,1,0,62,103,207058,207099,2.87E-13,73.1
group_1579,NC_002945.4,99.897,969,1,0,1,969,207644,208612,0,1784
group_1031,NC_002945.4,100,555,0,0,1,555,208609,209163,0,1026
group_2169,NC_002945.4,100,735,0,0,1,735,209130,209864,0,1358
group_1366,NC_002945.4,100,1110,0,0,1,1110,211004,209895,0,2050
group_1000,NC_002945.4,100,1359,0,0,1,1359,212442,211084,0,2510
group_2170,NC_002945.4,100,735,0,0,1,735,213203,212469,0,1358
group_2144,NC_002945.4,100,750,0,0,1,750,215161,215910,0,1386
group_1289,NC_002945.4,100,510,0,0,1,510,215907,216416,0,942
mymT,NC_002945.4,100,147,0,0,1,147,218728,218582,4.88E-74,272
group_102,NC_002945.4,100,657,0,0,1,657,218903,219559,0,1214
group_1785,NC_002945.4,100,432,0,0,1,432,219678,220109,0,798
ilvD,NC_002945.4,100,1728,0,0,1,1728,221915,220188,0,3192
ricR,NC_002945.4,100,291,0,0,1,291,222063,222353,9.26E-154,538
group_1168,NC_002945.4,100,1242,0,0,1,1242,222481,223722,0,2294
group_1435,NC_002945.4,100,1059,0,0,1,1059,223799,224857,0,1956
group_84,NC_002945.4,99.972,3585,1,0,1,3585,227071,230655,0,6615
group_2082,NC_002945.4,100,768,0,0,1,768,230961,231728,0,1419
napA,NC_002945.4,99.955,2247,1,0,1,2247,232425,234671,0,4145
pepO,NC_002945.4,100,1992,0,0,1,1992,236703,234712,0,3679
group_77,NC_002945.4,100,660,0,0,1,660,236746,237405,0,1219
group_1333,NC_002945.4,100,504,0,0,1,504,238591,238088,0,931
group_144,NC_002945.4,99.966,2901,1,0,1,2901,241488,238588,0,5352
group_1948,NC_002945.4,100,411,0,0,1,411,241710,242120,0,760
group_1118,NC_002945.4,100,1284,0,0,1,1284,243455,242172,0,2372
group_1377,NC_002945.4,100,1104,0,0,1,1104,243580,244683,0,2039
mmpL3_1,NC_002945.4,100,2835,0,0,1,2835,247514,244680,0,5236
group_2171,NC_002945.4,100,735,0,0,1,735,248314,247580,0,1358
group_1391,NC_002945.4,100,1086,0,0,1,1086,249234,250319,0,2006
group_836,NC_002945.4,99.932,1479,1,0,1,1479,250316,251794,0,2726
pckG,NC_002945.4,99.945,1821,1,0,1,1821,251978,253798,0,3358
mmgC_1,NC_002945.4,100,1167,0,0,1,1167,259081,257915,0,2156
mch,NC_002945.4,100,1014,0,0,1,1014,259138,260151,0,1873
aes_1,NC_002945.4,100,909,0,0,1,909,261056,260148,0,1679
group_1065,NC_002945.4,100,1329,0,0,1,1329,261149,262477,0,2455
group_2093,NC_002945.4,100,765,0,0,1,765,266951,266187,0,1413
mshA_1,NC_002945.4,100,1155,0,0,1,1155,266987,268141,0,2134
group_521,NC_002945.4,100,1731,0,0,1,1731,269888,268158,0,3197
group_1104,NC_002945.4,100,1299,0,0,1,1299,271304,272602,0,2399
group_1921,NC_002945.4,100,414,0,0,1,414,273043,272630,0,765
group_269,NC_002945.4,100,195,0,0,1,195,273228,273034,1.39E-100,361
group_536,NC_002945.4,100,1707,0,0,1,1707,274382,276088,0,3153
group_896,NC_002945.4,100,174,0,0,1,174,285395,285222,5.79E-89,322
group_2022,NC_002945.4,100,234,0,0,1,234,287428,287661,3.55E-122,433
group_1740,NC_002945.4,100,438,0,0,1,438,287669,288106,0,809
group_1889,NC_002945.4,99.881,843,1,0,1,843,288978,288136,0,1552
hcaB_1,NC_002945.4,100,1365,0,0,1,1365,290353,288989,0,2521
fadI,NC_002945.4,100,1323,0,0,1,1323,290495,291817,0,2444
group_433,NC_002945.4,100,1836,0,0,1,1836,293958,292123,0,3391
group_1418,NC_002945.4,100,489,0,0,1,489,294330,294818,0,904
frdB,NC_002945.4,100,747,0,0,1,747,297187,296441,0,1380
sdhA_1,NC_002945.4,100,1941,0,0,1,1941,299128,297188,0,3585
group_1941,NC_002945.4,100,822,0,0,1,822,299980,299159,0,1519
group_1203,NC_002945.4,100,294,0,0,1,294,300353,300060,2.01E-155,544
group_1480,NC_002945.4,100,480,0,0,1,480,300977,300498,0,887
nirD,NC_002945.4,100,357,0,0,1,357,303778,304134,0,660
cobQ,NC_002945.4,100,1485,0,0,1,1485,306183,304699,0,2743
group_1311,NC_002945.4,100,1146,0,0,1,1146,310984,309839,0,2117
aac,NC_002945.4,100,546,0,0,1,546,313179,312634,0,1009
pxpC,NC_002945.4,100,903,0,0,1,903,314091,313189,0,1668
pxpB,NC_002945.4,100,654,0,0,1,654,314761,314108,0,1208
group_82,NC_002945.4,100,3630,0,0,1,3630,319479,315850,0,6704
narK_2,NC_002945.4,99.928,1392,1,0,1,1392,319656,321047,0,2566
group_1671,NC_002945.4,100,258,0,0,1,258,321346,321089,1.80E-135,477
group_1231,NC_002945.4,100,1194,0,0,1,1194,322856,321663,0,2206
group_277,NC_002945.4,100,2196,0,0,1,2196,326786,324591,0,4056
group_1331,NC_002945.4,99.912,1134,1,0,1,1134,328033,326900,0,2089
group_407,NC_002945.4,100,621,0,0,1,621,328650,328030,0,1147
group_793,NC_002945.4,100,582,0,0,1,582,328747,329328,0,1075
group_2172,NC_002945.4,100,735,0,0,1,735,329992,329258,0,1358
group_1682,NC_002945.4,100,921,0,0,1,921,330073,330993,0,1701
group_1808,NC_002945.4,100,429,0,0,1,429,331461,331033,0,793
group_1808,NC_002945.4,93.473,429,28,0,1,429,843418,843846,0,638
group_1633,NC_002945.4,100,261,0,0,1,261,340109,340369,3.91E-137,483
group_1633,NC_002945.4,100,36,0,0,1,36,337364,337399,4.67E-12,67.6
eccA3,NC_002945.4,100,1896,0,0,1,1896,343132,345027,0,3502
eccC3,NC_002945.4,100,3993,0,0,1,3993,346637,350629,0,7374
PE5_1,NC_002945.4,100,309,0,0,1,309,350626,350934,9.74E-164,571
PPE4,NC_002945.4,100,1542,0,0,1,1542,350937,352478,0,2848
PPE4,NC_002945.4,76.053,451,100,5,16,462,3339255,3338809,1.28E-59,228
PPE4,NC_002945.4,76.053,451,100,5,16,462,3341639,3341193,1.28E-59,228
esxG,NC_002945.4,100,294,0,0,1,294,352527,352820,2.01E-155,544
esxH,NC_002945.4,100,291,0,0,1,291,352850,353140,9.26E-154,538
espG3,NC_002945.4,100,888,0,0,1,888,353151,354038,0,1640
eccD3,NC_002945.4,100,1419,0,0,1,1419,354085,355503,0,2621
mycP3,NC_002945.4,100,1386,0,0,1,1386,355500,356885,0,2560
tam,NC_002945.4,100,786,0,0,1,786,359173,359958,0,1452
stf0,NC_002945.4,100,804,0,0,1,804,360750,359947,0,1485
group_1086,NC_002945.4,99.34,303,2,0,1,303,364523,364825,4.47E-157,549
vapB2,NC_002945.4,100,222,0,0,1,222,364873,365094,1.57E-115,411
vapC2,NC_002945.4,100,426,0,0,1,426,365091,365516,0,787
group_1461,NC_002945.4,100,483,0,0,1,483,378085,377603,0,893
group_2204,NC_002945.4,100,717,0,0,1,717,378143,378859,0,1325
group_105,NC_002945.4,100,657,0,0,1,657,378961,379617,0,1214
baiE,NC_002945.4,100,492,0,0,1,492,380178,379687,0,909
group_1181,NC_002945.4,100,1230,0,0,1,1230,380202,381431,0,2272
hscA,NC_002945.4,100,1863,0,0,1,1863,381586,383448,0,3441
group_2129,NC_002945.4,100,387,0,0,1,387,383520,383906,0,715
group_457,NC_002945.4,100,615,0,0,1,615,385565,386179,0,1136
ugpQ,NC_002945.4,100,738,0,0,1,738,386940,386203,0,1363
group_2069,NC_002945.4,99.871,777,1,0,1,777,388111,387335,0,1430
pcp,NC_002945.4,100,669,0,0,1,669,388178,388846,0,1236
dcd,NC_002945.4,100,573,0,0,1,573,389612,390184,0,1059
group_2296,NC_002945.4,100,681,0,0,1,681,392382,393062,0,1258
group_2269,NC_002945.4,100,690,0,0,1,690,393069,393758,0,1275
group_1021,NC_002945.4,100,1350,0,0,1,1350,395075,393726,0,2494
betI_1,NC_002945.4,100,603,0,0,1,603,395141,395743,0,1114
group_335,NC_002945.4,100,627,0,0,1,627,396350,395724,0,1158
group_2041,NC_002945.4,100,786,0,0,1,786,398472,399257,0,1452
group_1755,NC_002945.4,100,435,0,0,1,435,399224,399658,0,804
rmlA,NC_002945.4,100,867,0,0,1,867,399688,400554,0,1602
group_1504,NC_002945.4,100,477,0,0,1,477,609686,609210,0,881
group_1570,NC_002945.4,100,117,0,0,1,117,612201,612085,1.77E-57,217
group_58,NC_002945.4,100,351,0,0,1,351,613405,613755,0,649
group_1028,NC_002945.4,100,306,0,0,1,306,613748,614053,4.48E-162,566
gabP,NC_002945.4,100,1305,0,0,1,1305,614188,615492,0,2410
group_260,NC_002945.4,100,396,0,0,1,396,615871,615476,0,732
hemL,NC_002945.4,99.928,1389,1,0,1,1389,615985,617373,0,2560
group_522,NC_002945.4,100,609,0,0,1,609,617373,617981,0,1125
resA_3,NC_002945.4,100,618,0,0,1,618,618029,618646,0,1142
group_2053,NC_002945.4,100,780,0,0,1,780,618643,619422,0,1441
ccsA,NC_002945.4,100,975,0,0,1,975,621041,622015,0,1801
group_1212,NC_002945.4,99.917,1212,1,0,1,1212,622063,623274,0,2233
group_1124,NC_002945.4,100,162,0,0,1,162,623432,623271,2.50E-82,300
group_777,NC_002945.4,100,318,0,0,1,318,623479,623796,9.97E-169,588
wbiB,NC_002945.4,100,1041,0,0,1,1041,628492,629532,0,1923
group_890,NC_002945.4,100,1434,0,0,1,1434,630975,629542,0,2649
group_54,NC_002945.4,100,663,0,0,1,663,633616,634278,0,1225
group_1022,NC_002945.4,100,1350,0,0,1,1350,635648,634299,0,2494
menE_1,NC_002945.4,100,1089,0,0,1,1089,636748,635660,0,2012
group_1088,NC_002945.4,100,303,0,0,1,303,637119,636817,2.06E-160,560
group_1403,NC_002945.4,100,279,0,0,1,279,637457,637179,4.15E-147,516
group_1148,NC_002945.4,100,1254,0,0,1,1254,638707,637454,0,2316
group_2130,NC_002945.4,100,387,0,0,1,387,639213,638827,0,715
nfdA,NC_002945.4,99.938,1614,1,0,1,1614,644123,645736,0,2976
menC,NC_002945.4,100,981,0,0,1,981,645733,646713,0,1812
bpoC_1,NC_002945.4,100,789,0,0,1,789,646710,647498,0,1458
menD,NC_002945.4,100,1665,0,0,1,1665,647541,649205,0,3075
mgtA,NC_002945.4,99.919,1227,1,0,1,1227,649689,650915,0,2261
group_298,NC_002945.4,100,339,0,0,1,339,651988,651650,2.26E-180,627
menJ,NC_002945.4,100,1227,0,0,1,1227,653998,652772,0,2266
group_1549,NC_002945.4,100,990,0,0,1,990,654032,655021,0,1829
htpX,NC_002945.4,100,861,0,0,1,861,655122,655982,0,1591
ethA_1,NC_002945.4,100,1461,0,0,1,1461,658713,657253,0,2699
group_1393,NC_002945.4,100,492,0,0,1,492,659282,658791,0,909
oxyT,NC_002945.4,100,1023,0,0,1,1023,659561,660583,0,1890
group_910,NC_002945.4,100,1419,0,0,1,1419,660693,662111,0,2621
group_817,NC_002945.4,100,579,0,0,1,579,678946,678368,0,1070
group_2224,NC_002945.4,100,216,0,0,1,216,678953,679168,3.29E-112,399
group_226,NC_002945.4,99.958,2388,1,0,1,2388,685515,683128,0,4405
mce2R,NC_002945.4,100,723,0,0,1,723,685653,686375,0,1336
group_2001,NC_002945.4,100,798,0,0,1,798,686372,687169,0,1474
group_2001,NC_002945.4,80.197,712,131,9,85,791,197137,197843,2.07E-149,525
group_1205,NC_002945.4,100,1215,0,0,1,1215,688064,689278,0,2244
group_1205,NC_002945.4,75.198,883,188,26,91,956,198819,199687,4.36E-108,388
group_1205,NC_002945.4,82.573,241,34,7,979,1215,199854,200090,4.71E-53,206
group_882,NC_002945.4,99.931,1446,1,0,1,1446,690303,691748,0,2665
vapC4,NC_002945.4,100,396,0,0,1,396,696479,696084,0,732
vapB4,NC_002945.4,100,258,0,0,1,258,696730,696473,1.80E-135,477
group_1172,NC_002945.4,99.919,1236,1,0,1,1236,698148,696913,0,2278
group_895,NC_002945.4,100,174,0,0,1,174,698265,698438,5.79E-89,322
group_1922,NC_002945.4,99.758,414,1,0,1,414,698812,698399,0,760
group_1314,NC_002945.4,100,507,0,0,1,507,699655,699149,0,937
group_1173,NC_002945.4,100,531,0,0,1,531,700299,699769,0,981
group_912,NC_002945.4,99.359,312,2,0,1,312,701101,701412,4.58E-162,566
group_1658,NC_002945.4,100,927,0,0,1,927,701508,702434,0,1712
group_761,NC_002945.4,100,585,0,0,1,585,702675,703259,0,1081
group_2153,NC_002945.4,100,744,0,0,1,744,703261,704004,0,1375
group_2153,NC_002945.4,82.514,692,115,6,25,713,3062518,3061830,8.66E-173,603
group_2153,NC_002945.4,82.006,678,108,13,28,698,3156446,3155776,4.09E-161,564
group_1539,NC_002945.4,100,471,0,0,1,471,703974,704444,0,870
group_1851,NC_002945.4,100,246,0,0,1,246,704489,704734,7.99E-129,455
group_2004,NC_002945.4,100,402,0,0,1,402,704731,705132,0,743
group_1186,NC_002945.4,100,198,0,0,1,198,705917,705720,3.03E-102,366
group_1290,NC_002945.4,100,1158,0,0,1,1158,707154,705997,0,2139
group_2158,NC_002945.4,100,222,0,0,1,222,707427,707206,1.57E-115,411
group_1074,NC_002945.4,100,549,0,0,1,549,707626,708174,0,1014
group_2145,NC_002945.4,100,750,0,0,1,750,710844,711593,0,1386
group_2145,NC_002945.4,95.385,65,3,0,1,65,712883,712947,1.08E-22,104
group_2084,NC_002945.4,100,228,0,0,1,228,712027,712254,7.46E-119,422
group_2005,NC_002945.4,99.751,402,1,0,1,402,712251,712652,0,737
group_1244,NC_002945.4,99.916,1185,1,0,1,1185,712781,713965,0,2183
group_1244,NC_002945.4,94.937,79,4,0,89,167,710830,710908,1.32E-28,124
galK,NC_002945.4,99.908,1092,1,0,1,1092,713962,715053,0,2012
group_1619,NC_002945.4,100,948,0,0,1,948,716616,717563,0,1751
group_1721,NC_002945.4,100,255,0,0,1,255,717656,717910,8.26E-134,472
group_2057,NC_002945.4,100,396,0,0,1,396,717910,718305,0,732
vapB5,NC_002945.4,100,261,0,0,1,261,719271,719531,3.91E-137,483
vapC5_1,NC_002945.4,100,408,0,0,1,408,719528,719935,0,754
group_1303,NC_002945.4,100,1152,0,0,1,1152,721158,720007,0,2128
group_1303,NC_002945.4,84.302,1153,173,8,1,1149,974172,973024,0,1120
group_1822,NC_002945.4,100,1728,0,0,1,1728,722978,721251,0,3192
caiD_1,NC_002945.4,100,696,0,0,1,696,730523,729828,0,1286
group_1861,NC_002945.4,100,852,0,0,1,852,731423,730572,0,1574
baeB,NC_002945.4,100,714,0,0,1,714,732269,731556,0,1319
group_2247,NC_002945.4,100,213,0,0,1,213,732388,732600,1.51E-110,394
rpmG2_1,NC_002945.4,100,168,0,0,1,168,732948,733115,1.20E-85,311
group_1548,NC_002945.4,100,477,0,0,1,477,733166,733642,0,881
group_1809,NC_002945.4,100,429,0,0,1,429,733629,734057,0,793
group_1352,NC_002945.4,100,501,0,0,1,501,734061,734561,0,926
secE,NC_002945.4,100,486,0,0,1,486,734973,735458,0,898
nusG,NC_002945.4,100,717,0,0,1,717,735490,736206,0,1325
rplK,NC_002945.4,100,429,0,0,1,429,736258,736686,0,793
rplA,NC_002945.4,100,708,0,0,1,708,736753,737460,0,1308
mmaA3,NC_002945.4,100,882,0,0,1,882,739385,738504,0,1629
mmaA3,NC_002945.4,75.65,846,192,13,44,882,740371,739533,2.41E-114,409
mmaA3,NC_002945.4,72.727,836,210,17,50,877,3765156,3764331,5.53E-71,265
mmaA1,NC_002945.4,100,861,0,0,1,861,741423,740563,0,1591
rdmC,NC_002945.4,100,906,0,0,1,906,742375,741470,0,1674
group_1710,NC_002945.4,100,909,0,0,1,909,748806,749714,0,1679
rplL,NC_002945.4,100,393,0,0,1,393,750618,751010,0,726
group_2259,NC_002945.4,100,696,0,0,1,696,751698,751003,0,1286
group_787,NC_002945.4,100,1506,0,0,1,1506,751769,753274,0,2782
mkl,NC_002945.4,100,1011,0,0,1,1011,753355,754365,0,1868
group_1774,NC_002945.4,100,252,0,0,1,252,755004,754753,3.79E-132,466
group_1189,NC_002945.4,100,156,0,0,1,156,755386,755231,5.19E-79,289
group_2205,NC_002945.4,100,717,0,0,1,717,756178,755462,0,1325
group_1775,NC_002945.4,100,252,0,0,1,252,757000,756749,3.79E-132,466
vapC,NC_002945.4,100,438,0,0,1,438,757541,757104,0,809
group_1722,NC_002945.4,100,255,0,0,1,255,757792,757538,8.26E-134,472
group_231,NC_002945.4,100,2364,0,0,1,2364,757906,760269,0,4366
group_1488,NC_002945.4,100,273,0,0,1,273,760301,760573,8.77E-144,505
vapC5_2,NC_002945.4,100,339,0,0,1,339,760570,760908,2.26E-180,627
rpoB,NC_002945.4,100,3537,0,0,1,3537,761558,765094,0,6532
rpoC,NC_002945.4,100,3951,0,0,1,3951,765139,769089,0,7297
group_386,NC_002945.4,100,1914,0,0,1,1914,771366,769453,0,3535
end,NC_002945.4,100,759,0,0,1,759,771561,772319,0,1402
group_1890,NC_002945.4,100,843,0,0,1,843,772351,773193,0,1557
aidB,NC_002945.4,100,1629,0,0,1,1629,773253,774881,0,3009
group_1635,NC_002945.4,100,939,0,0,1,939,774892,775830,0,1735
group_2192,NC_002945.4,100,723,0,0,1,723,775833,776555,0,1336
caiD_2,NC_002945.4,100,792,0,0,1,792,776552,777343,0,1463
mmpL5_1,NC_002945.4,100,2895,0,0,1,2895,780249,777355,0,5347
mmpS5,NC_002945.4,100,429,0,0,1,429,780674,780246,0,793
mmpR5,NC_002945.4,100,498,0,0,1,498,780759,781256,0,920
group_2198,NC_002945.4,100,375,0,0,1,375,782185,781811,0,693
group_2147,NC_002945.4,100,657,0,0,1,657,782424,783080,0,1214
rpsL,NC_002945.4,100,375,0,0,1,375,783329,783703,0,693
rpsG,NC_002945.4,100,471,0,0,1,471,783703,784173,0,870
fusA,NC_002945.4,100,2106,0,0,1,2106,784254,786359,0,3890
tuf,NC_002945.4,100,1191,0,0,1,1191,786590,787780,0,2200
group_2002,NC_002945.4,100,798,0,0,1,798,787918,788715,0,1474
group_1925,NC_002945.4,100,828,0,0,1,828,788868,789695,0,1530
group_1925,NC_002945.4,97.297,37,1,0,290,326,3024082,3024118,2.03E-10,63.9
fdr,NC_002945.4,100,1221,0,0,1,1221,789709,790929,0,2255
group_1818,NC_002945.4,100,249,0,0,1,249,790941,791189,1.74E-130,460
group_1450,NC_002945.4,99.905,1050,1,0,1,1050,792842,791793,0,1934
mftR,NC_002945.4,100,597,0,0,1,597,793435,792839,0,1103
group_1827,NC_002945.4,100,90,0,0,1,90,793526,793615,1.32E-42,167
mftC,NC_002945.4,100,1176,0,0,1,1176,793926,795101,0,2172
mftD,NC_002945.4,100,1191,0,0,1,1191,795104,796294,0,2200
mftF,NC_002945.4,100,1413,0,0,1,1413,797288,798700,0,2610
betA,NC_002945.4,100,1359,0,0,1,1359,798783,800141,0,2510
group_2120,NC_002945.4,100,756,0,0,1,756,801032,801787,0,1397
rpsJ,NC_002945.4,100,306,0,0,1,306,802255,802560,4.48E-162,566
rplC,NC_002945.4,100,654,0,0,1,654,802577,803230,0,1208
rplD,NC_002945.4,100,672,0,0,1,672,803230,803901,0,1242
rplW,NC_002945.4,100,303,0,0,1,303,803901,804203,2.06E-160,560
rplB,NC_002945.4,99.881,843,1,0,1,843,804350,805192,0,1552
rpsS,NC_002945.4,100,282,0,0,1,282,805233,805514,9.01E-149,521
rpsC,NC_002945.4,100,825,0,0,1,825,806104,806928,0,1524
rplP,NC_002945.4,100,417,0,0,1,417,806932,807348,0,771
rpmC,NC_002945.4,100,234,0,0,1,234,807348,807581,3.55E-122,433
rpsQ,NC_002945.4,100,408,0,0,1,408,807581,807988,0,754
group_1745,NC_002945.4,100,900,0,0,1,900,810568,811467,0,1663
rplN,NC_002945.4,100,369,0,0,1,369,813195,813563,0,682
rplX,NC_002945.4,100,318,0,0,1,318,813564,813881,9.97E-169,588
rplE,NC_002945.4,100,564,0,0,1,564,813881,814444,0,1042
rpsZ,NC_002945.4,100,186,0,0,1,186,814449,814634,1.33E-95,344
rpsH,NC_002945.4,100,399,0,0,1,399,814798,815196,0,737
rplF,NC_002945.4,100,540,0,0,1,540,815220,815759,0,998
rplR,NC_002945.4,100,369,0,0,1,369,815762,816130,0,682
rpsE,NC_002945.4,100,663,0,0,1,663,816150,816812,0,1225
rpmD,NC_002945.4,100,198,0,0,1,198,816815,817012,3.03E-102,366
rplO,NC_002945.4,100,441,0,0,1,441,817012,817452,0,815
group_1574,NC_002945.4,99.947,1872,1,0,1,1872,817485,819356,0,3452
group_1729,NC_002945.4,100,906,0,0,1,906,820266,819361,0,1674
drdA,NC_002945.4,100,657,0,0,1,657,822321,821665,0,1214
group_2183,NC_002945.4,100,729,0,0,1,729,824688,825416,0,1347
group_1604,NC_002945.4,100,957,0,0,1,957,826461,825505,0,1768
secY,NC_002945.4,100,1326,0,0,1,1326,826622,827947,0,2449
adk,NC_002945.4,99.817,546,1,0,1,546,827944,828489,0,1003
map1,NC_002945.4,100,801,0,0,1,801,828492,829292,0,1480
sigL,NC_002945.4,100,534,0,0,1,534,829365,829898,0,987
rslA,NC_002945.4,100,753,0,0,1,753,829962,830714,0,1391
group_664,NC_002945.4,100,570,0,0,1,570,830957,831526,0,1053
group_1143,NC_002945.4,100,537,0,0,1,537,831896,832432,0,992
group_1866,NC_002945.4,100,609,0,0,1,609,833519,834127,0,1125
group_1866,NC_002945.4,94.981,259,13,0,351,609,844210,844468,5.92E-114,407
group_857,NC_002945.4,100,315,0,0,1,315,834358,834672,4.59E-167,582
group_857,NC_002945.4,85.079,315,47,0,1,315,1470941,1470627,1.11E-88,322
group_857,NC_002945.4,85.079,315,47,0,1,315,4194709,4195023,1.11E-88,322
mmsB_1,NC_002945.4,100,147,0,0,1,147,837029,836883,4.88E-74,272
mmsB_1,NC_002945.4,84.722,144,21,1,1,144,832588,832446,3.99E-35,143
group_1672,NC_002945.4,100,258,0,0,1,258,843137,843394,1.80E-135,477
group_1672,NC_002945.4,91.406,256,22,0,1,256,331742,331487,1.14E-97,351
group_1390,NC_002945.4,100,138,0,0,1,138,844064,843927,4.56E-69,255
mmsB_2,NC_002945.4,100,885,0,0,1,885,845421,844537,0,1635
acdA_1,NC_002945.4,100,1173,0,0,1,1173,846604,845432,0,2167
bauC,NC_002945.4,99.935,1533,1,0,1,1533,848143,846611,0,2826
group_374,NC_002945.4,100,1938,0,0,1,1938,852230,850293,0,3579
group_374,NC_002945.4,73.148,432,102,14,77,501,2906987,2907411,6.02E-34,143
group_951,NC_002945.4,100,171,0,0,1,171,852702,852532,2.64E-87,316
group_2189,NC_002945.4,100,726,0,0,1,726,853656,852931,0,1341
