"","first.start","first.end","second.X.start","second.X.end","first.names","second.ref_name","n_ref","gene_within_ref","query.width","ref.width","diff_starts","diff_ends","overlap","overlap_len","overlap_percent","n_gene","n_ref_corr","len_same","same_start","is_core","left_overlap","right_overlap","ref_gene_has_core","pseudo_status","seqid","source","type","start","end","score","strand","phase","attributes","Gene","Name"
"17",379687,380178,379687,380178,"baiE","BQ2027_MB0318C",1,1,492,492,0,491,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",379687,380178,NA,"-",NA,"ID=gene-BQ2027_MB0318C;Name=BQ2027_MB0318C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0318C","BQ2027_MB0318C","BQ2027_MB0318C"
"18",378961,379617,378961,379617,"group_1465","BQ2027_MB0317",1,1,657,657,0,656,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",378961,379617,NA,"+",NA,"ID=gene-BQ2027_MB0317;Name=BQ2027_MB0317;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0317","BQ2027_MB0317","BQ2027_MB0317"
"19",378143,378859,378143,378859,"group_1164","BQ2027_MB0316",1,1,717,717,0,716,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",378143,378859,NA,"+",NA,"ID=gene-BQ2027_MB0316;Name=BQ2027_MB0316;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0316","BQ2027_MB0316","BQ2027_MB0316"
"20",377603,378085,377603,378085,"group_229","BQ2027_MB0315C",2,1,483,483,0,482,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",377603,378085,NA,"-",NA,"ID=gene-BQ2027_MB0315C;Name=BQ2027_MB0315C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0315C","BQ2027_MB0315C","BQ2027_MB0315C"
"21",365091,365516,365091,365516,"vapC2","BQ2027_MB0309",2,1,426,426,0,425,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",365091,365516,NA,"+",NA,"ID=gene-BQ2027_MB0309;Name=vapc2;gbkey=Gene;gene=vapc2;gene_biotype=protein_coding;locus_tag=BQ2027_MB0309","BQ2027_MB0309","vapc2"
"22",364873,365094,364873,365094,"vapB2","BQ2027_MB0308",2,1,222,222,0,221,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",364873,365094,NA,"+",NA,"ID=gene-BQ2027_MB0308;Name=vapb2;gbkey=Gene;gene=vapb2;gene_biotype=protein_coding;locus_tag=BQ2027_MB0308","BQ2027_MB0308","vapb2"
"23",359173,359958,359173,359958,"tam","BQ2027_MB0302",2,1,786,786,0,785,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",359173,359958,NA,"+",NA,"ID=gene-BQ2027_MB0302;Name=tam;gbkey=Gene;gene=tam;gene_biotype=protein_coding;locus_tag=BQ2027_MB0302","BQ2027_MB0302","tam"
"24",356882,357877,356882,357877,"eccE3","BQ2027_MB0300",3,1,996,996,0,995,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",356882,357877,NA,"+",NA,"ID=gene-BQ2027_MB0300;Name=ecce3;gbkey=Gene;gene=ecce3;gene_biotype=protein_coding;locus_tag=BQ2027_MB0300","BQ2027_MB0300","ecce3"
"25",355500,356885,355500,356885,"mycP3","BQ2027_MB0299",3,1,1386,1386,0,1385,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",355500,356885,NA,"+",NA,"ID=gene-BQ2027_MB0299;Name=mycp3;gbkey=Gene;gene=mycp3;gene_biotype=protein_coding;locus_tag=BQ2027_MB0299","BQ2027_MB0299","mycp3"
"26",352850,353140,352850,353140,"esxH","BQ2027_MB0296",1,1,291,291,0,290,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",352850,353140,NA,"+",NA,"ID=gene-BQ2027_MB0296;Name=esxH;gbkey=Gene;gene=esxH;gene_biotype=protein_coding;locus_tag=BQ2027_MB0296","BQ2027_MB0296","esxH"
"27",352527,352820,352527,352820,"esxG","BQ2027_MB0295",1,1,294,294,0,293,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",352527,352820,NA,"+",NA,"ID=gene-BQ2027_MB0295;Name=esxG;gbkey=Gene;gene=esxG;gene_biotype=protein_coding;locus_tag=BQ2027_MB0295","BQ2027_MB0295","esxG"
"28",350626,350934,350626,350934,"PE5_1","BQ2027_MB0293",2,1,309,309,0,308,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",350626,350934,NA,"+",NA,"ID=gene-BQ2027_MB0293;Name=PE5;gbkey=Gene;gene=PE5;gene_biotype=protein_coding;locus_tag=BQ2027_MB0293","BQ2027_MB0293","PE5"
"29",346637,350629,346637,350629,"eccC3","BQ2027_MB0292",3,1,3993,3993,0,3992,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",346637,350629,NA,"+",NA,"ID=gene-BQ2027_MB0292;Name=eccc3;gbkey=Gene;gene=eccc3;gene_biotype=protein_coding;locus_tag=BQ2027_MB0292","BQ2027_MB0292","eccc3"
"30",343132,345027,343132,345027,"eccA3","BQ2027_MB0290",2,1,1896,1896,0,1895,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",343132,345027,NA,"+",NA,"ID=gene-BQ2027_MB0290;Name=ecca3;gbkey=Gene;gene=ecca3;gene_biotype=protein_coding;locus_tag=BQ2027_MB0290","BQ2027_MB0290","ecca3"
"31",329258,329992,329258,329983,"group_1038","BQ2027_MB0281C",2,0,735,726,0,725,"right",725,0.986394557823129,1,1,0,1,0,0,9,0,"gene spans ref","LT708304.1","EMBL","gene",329258,329983,NA,"-",NA,"ID=gene-BQ2027_MB0281C;Name=BQ2027_MB0281C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0281C","BQ2027_MB0281C","BQ2027_MB0281C"
"32",328030,328650,328030,328650,"group_1681","BQ2027_MB0279C",2,1,621,621,0,620,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",328030,328650,NA,"-",NA,"ID=gene-BQ2027_MB0279C;Name=BQ2027_MB0279C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0279C","BQ2027_MB0279C","BQ2027_MB0279C"
"33",324591,326786,324591,326786,"group_417","BQ2027_MB0277C",1,1,2196,2196,0,2195,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",324591,326786,NA,"-",NA,"ID=gene-BQ2027_MB0277C;Name=fadE6;gbkey=Gene;gene=fadE6;gene_biotype=protein_coding;locus_tag=BQ2027_MB0277C","BQ2027_MB0277C","fadE6"
"34",321089,321346,321089,321598,"group_204","BQ2027_MB0274C",1,1,258,510,0,509,"within",NA,1,1,1,0,1,0,0,-252,0,"pseudogene","LT708304.1","EMBL","gene",321089,321598,NA,"-",NA,"ID=gene-BQ2027_MB0274C;Name=BQ2027_MB0274C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0274C","BQ2027_MB0274C","BQ2027_MB0274C"
"35",319656,321047,319656,321047,"narK_1","BQ2027_MB0273",1,1,1392,1392,0,1391,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",319656,321047,NA,"+",NA,"ID=gene-BQ2027_MB0273;Name=narU;gbkey=Gene;gene=narU;gene_biotype=protein_coding;locus_tag=BQ2027_MB0273","BQ2027_MB0273","narU"
"36",314108,314761,314108,314740,"pxpB","BQ2027_MB0270C",1,0,654,633,0,632,"right",632,0.966360856269113,1,1,0,1,0,0,21,0,"gene spans ref","LT708304.1","EMBL","gene",314108,314740,NA,"-",NA,"ID=gene-BQ2027_MB0270C;Name=BQ2027_MB0270C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0270C","BQ2027_MB0270C","BQ2027_MB0270C"
"37",309839,310984,309839,310984,"group_1830","BQ2027_MB0266C",2,1,1146,1146,0,1145,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",309839,310984,NA,"-",NA,"ID=gene-BQ2027_MB0266C;Name=BQ2027_MB0266C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0266C","BQ2027_MB0266C","BQ2027_MB0266C"
"38",309099,309842,309099,309842,"group_984","BQ2027_MB0265C",2,1,744,744,0,743,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",309099,309842,NA,"-",NA,"ID=gene-BQ2027_MB0265C;Name=BQ2027_MB0265C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0265C","BQ2027_MB0265C","BQ2027_MB0265C"
"39",304150,304674,304150,304674,"cobU","BQ2027_MB0260C",1,1,525,525,0,524,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",304150,304674,NA,"-",NA,"ID=gene-BQ2027_MB0260C;Name=cobU;gbkey=Gene;gene=cobU;gene_biotype=protein_coding;locus_tag=BQ2027_MB0260C","BQ2027_MB0260C","cobU"
"40",303778,304134,303778,304134,"nirD","BQ2027_MB0259",1,1,357,357,0,356,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",303778,304134,NA,"+",NA,"ID=gene-BQ2027_MB0259;Name=nirD;gbkey=Gene;gene=nirD;gene_biotype=protein_coding;locus_tag=BQ2027_MB0259","BQ2027_MB0259","nirD"
"41",300498,300977,300498,300977,"group_255","BQ2027_MB0257C",1,1,480,480,0,479,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",300498,300977,NA,"-",NA,"ID=gene-BQ2027_MB0257C;Name=hsp;gbkey=Gene;gene=hsp;gene_biotype=protein_coding;locus_tag=BQ2027_MB0257C","BQ2027_MB0257C","hsp"
"42",300060,300353,300060,300353,"group_2021","BQ2027_MB0256C",1,1,294,294,0,293,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",300060,300353,NA,"-",NA,"ID=gene-BQ2027_MB0256C;Name=BQ2027_MB0256C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0256C","BQ2027_MB0256C","BQ2027_MB0256C"
"43",299159,299980,299159,299980,"group_463","BQ2027_MB0255C",1,1,822,822,0,821,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",299159,299980,NA,"-",NA,"ID=gene-BQ2027_MB0255C;Name=BQ2027_MB0255C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0255C","BQ2027_MB0255C","BQ2027_MB0255C"
"44",296441,297187,296441,297187,"frdB","BQ2027_MB0253C",2,1,747,747,0,746,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",296441,297187,NA,"-",NA,"ID=gene-BQ2027_MB0253C;Name=BQ2027_MB0253C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0253C","BQ2027_MB0253C","BQ2027_MB0253C"
"45",295134,296444,295134,296444,"group_1484","BQ2027_MB0252",2,1,1311,1311,0,1310,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",295134,296444,NA,"+",NA,"ID=gene-BQ2027_MB0252;Name=BQ2027_MB0252;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0252","BQ2027_MB0252","BQ2027_MB0252"
"46",292123,293958,292123,293958,"group_689","BQ2027_MB0250C",1,1,1836,1836,0,1835,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",292123,293958,NA,"-",NA,"ID=gene-BQ2027_MB0250C;Name=fadE5;gbkey=Gene;gene=fadE5;gene_biotype=protein_coding;locus_tag=BQ2027_MB0250C","BQ2027_MB0250C","fadE5"
"47",290495,291817,290495,291817,"fadI","BQ2027_MB0249",1,1,1323,1323,0,1322,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",290495,291817,NA,"+",NA,"ID=gene-BQ2027_MB0249;Name=fadA2;gbkey=Gene;gene=fadA2;gene_biotype=protein_coding;locus_tag=BQ2027_MB0249","BQ2027_MB0249","fadA2"
"48",288989,290353,288989,290353,"hcaB_1","BQ2027_MB0248C",1,1,1365,1365,0,1364,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",288989,290353,NA,"-",NA,"ID=gene-BQ2027_MB0248C;Name=fabG4;gbkey=Gene;gene=fabG4;gene_biotype=protein_coding;locus_tag=BQ2027_MB0248C","BQ2027_MB0248C","fabG4"
"49",287669,288106,287669,288106,"group_702","BQ2027_MB0246",1,1,438,438,0,437,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",287669,288106,NA,"+",NA,"ID=gene-BQ2027_MB0246;Name=vapc24;gbkey=Gene;gene=vapc24;gene_biotype=protein_coding;locus_tag=BQ2027_MB0246","BQ2027_MB0246","vapc24"
"50",287428,287661,287428,287661,"group_655","BQ2027_MB0245",1,1,234,234,0,233,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",287428,287661,NA,"+",NA,"ID=gene-BQ2027_MB0245;Name=vapb24;gbkey=Gene;gene=vapb24;gene_biotype=protein_coding;locus_tag=BQ2027_MB0245","BQ2027_MB0245","vapb24"
"51",286800,287366,286752,287366,"group_1945","BQ2027_MB0244",1,1,567,615,-48,566,"within",NA,1,1,1,0,0,0,48,0,0,"pseudogene","LT708304.1","EMBL","gene",286752,287366,NA,"+",NA,"ID=gene-BQ2027_MB0244;Name=BQ2027_MB0244;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0244","BQ2027_MB0244","BQ2027_MB0244"
"52",285222,285395,285222,285395,"group_1450","BQ2027_MB0242C",1,1,174,174,0,173,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",285222,285395,NA,"-",NA,"ID=gene-BQ2027_MB0242C;Name=BQ2027_MB0242C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0242C","BQ2027_MB0242C","BQ2027_MB0242C"
"53",280973,285175,280973,285175,"aftD","BQ2027_MB0241C",1,1,4203,4203,0,4202,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",280973,285175,NA,"-",NA,"ID=gene-BQ2027_MB0241C;Name=aftd;gbkey=Gene;gene=aftd;gene_biotype=protein_coding;locus_tag=BQ2027_MB0241C","BQ2027_MB0241C","aftd"
"54",276909,277853,276909,277853,"nrdB","BQ2027_MB0238",2,1,945,945,0,944,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",276909,277853,NA,"+",NA,"ID=gene-BQ2027_MB0238;Name=nrdB;gbkey=Gene;gene=nrdB;gene_biotype=protein_coding;locus_tag=BQ2027_MB0238","BQ2027_MB0238","nrdB"
"55",276223,276912,276223,276912,"group_1288","BQ2027_MB0237",2,1,690,690,0,689,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",276223,276912,NA,"+",NA,"ID=gene-BQ2027_MB0237;Name=BQ2027_MB0237;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0237","BQ2027_MB0237","BQ2027_MB0237"
"56",273034,273228,272630,273310,"group_1262","BQ2027_MB0234C",3,1,195,681,-404,276,"within",NA,1,1,2,0,0,0,404,-82,0,"gene within, multiple genes","LT708304.1","EMBL","gene",272630,273310,NA,"-",NA,"ID=gene-BQ2027_MB0234C;Name=BQ2027_MB0234C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0234C","BQ2027_MB0234C","BQ2027_MB0234C"
"57",272630,273043,272630,273310,"group_1004","BQ2027_MB0234C",3,1,414,681,0,680,"within",NA,1,1,2,0,1,0,0,-267,0,"gene within, multiple genes","LT708304.1","EMBL","gene",272630,273310,NA,"-",NA,"ID=gene-BQ2027_MB0234C;Name=BQ2027_MB0234C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0234C","BQ2027_MB0234C","BQ2027_MB0234C"
"58",269898,271178,269898,271163,"porA","BQ2027_MB0232C",1,0,1281,1266,0,1265,"right",1265,0.987509758001561,1,1,0,1,0,0,15,0,"gene spans ref","LT708304.1","EMBL","gene",269898,271163,NA,"-",NA,"ID=gene-BQ2027_MB0232C;Name=BQ2027_MB0232C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0232C","BQ2027_MB0232C","BQ2027_MB0232C"
"59",268158,269888,268158,269888,"group_837","BQ2027_MB0231C",1,1,1731,1731,0,1730,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",268158,269888,NA,"-",NA,"ID=gene-BQ2027_MB0231C;Name=BQ2027_MB0231C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0231C","BQ2027_MB0231C","BQ2027_MB0231C"
"60",266987,268141,266987,268141,"mshA_1","BQ2027_MB0230",1,1,1155,1155,0,1154,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",266987,268141,NA,"+",NA,"ID=gene-BQ2027_MB0230;Name=BQ2027_MB0230;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0230","BQ2027_MB0230","BQ2027_MB0230"
"61",266187,266951,266187,266951,"group_854","BQ2027_MB0229C",1,1,765,765,0,764,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",266187,266951,NA,"-",NA,"ID=gene-BQ2027_MB0229C;Name=BQ2027_MB0229C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0229C","BQ2027_MB0229C","BQ2027_MB0229C"
"62",264292,265065,264292,265065,"group_775","BQ2027_MB0227",2,1,774,774,0,773,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",264292,265065,NA,"+",NA,"ID=gene-BQ2027_MB0227;Name=BQ2027_MB0227;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0227","BQ2027_MB0227","BQ2027_MB0227"
"63",262479,263027,262479,263027,"group_2007","BQ2027_MB0225",1,1,549,549,0,548,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",262479,263027,NA,"+",NA,"ID=gene-BQ2027_MB0225;Name=BQ2027_MB0225;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0225","BQ2027_MB0225","BQ2027_MB0225"
"64",256356,257873,256260,257873,"group_1150","BQ2027_MB0220",2,1,1518,1614,-96,1517,"within",NA,1,1,1,0,0,0,96,0,0,"pseudogene","LT708304.1","EMBL","gene",256260,257873,NA,"+",NA,"ID=gene-BQ2027_MB0220;Name=fadD4;gbkey=Gene;gene=fadD4;gene_biotype=protein_coding;locus_tag=BQ2027_MB0220","BQ2027_MB0220","fadD4"
"65",251978,253798,251978,253798,"pckG","BQ2027_MB0217",1,1,1821,1821,0,1820,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",251978,253798,NA,"+",NA,"ID=gene-BQ2027_MB0217;Name=pckA;gbkey=Gene;gene=pckA;gene_biotype=protein_coding;locus_tag=BQ2027_MB0217","BQ2027_MB0217","pckA"
"66",248311,248904,248311,249102,"trmB","BQ2027_MB0214C",2,1,594,792,0,791,"within",NA,1,1,1,0,1,0,0,-198,0,"pseudogene","LT708304.1","EMBL","gene",248311,249102,NA,"-",NA,"ID=gene-BQ2027_MB0214C;Name=BQ2027_MB0214C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0214C","BQ2027_MB0214C","BQ2027_MB0214C"
"67",247580,248314,247580,248308,"group_2017","BQ2027_MB0213C",1,0,735,729,0,728,"right",728,0.990476190476191,1,1,0,1,0,0,6,0,"gene spans ref","LT708304.1","EMBL","gene",247580,248308,NA,"-",NA,"ID=gene-BQ2027_MB0213C;Name=BQ2027_MB0213C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0213C","BQ2027_MB0213C","BQ2027_MB0213C"
"68",243580,244683,243580,244683,"group_1885","BQ2027_MB0211",2,1,1104,1104,0,1103,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",243580,244683,NA,"+",NA,"ID=gene-BQ2027_MB0211;Name=BQ2027_MB0211;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0211","BQ2027_MB0211","BQ2027_MB0211"
"69",242172,243455,242172,243455,"group_1534","BQ2027_MB0210C",1,1,1284,1284,0,1283,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",242172,243455,NA,"-",NA,"ID=gene-BQ2027_MB0210C;Name=BQ2027_MB0210C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB0210C","BQ2027_MB0210C","BQ2027_MB0210C"
